"period","site","dens","spp","norm"
41,"4_32L",0.35,"mac",-0.155322875505247
42,"4_32L",0.1,"mac",-0.607027156311321
43,"4_32L",0.4,"mac",-0.0649820193440318
44,"4_32L",0.5,"mac",0.115699692978398
45,"4_32L",0.3,"mac",-0.245663731666462
46,"4_32L",0.1,"mac",-0.607027156311321
47,"4_32L",0,"mac",-0.787708868633751
48,"4_32L",NA,"mac",NA
49,"4_32L",1.2,"mac",1.38047167923541
50,"4_32L",0.3,"mac",-0.245663731666462
51,"4_32L",0.25,"mac",-0.336004587827676
52,"4_32L",0.2,"mac",-0.426345443988891
53,"4_32L",0.85,"mac",0.748085686106902
54,"4_32L",0.15,"mac",-0.516686300150106
55,"4_32L",0.55,"mac",0.206040549139613
56,"4_32L",0.65,"mac",0.386722261462043
57,"4_32L",0.05,"mac",-0.697368012472536
58,"4_32L",NA,"mac",NA
59,"4_32L",NA,"mac",NA
60,"4_32L",0.3,"mac",-0.245663731666462
61,"4_32L",0.1,"mac",-0.607027156311321
62,"4_32L",NA,"mac",NA
63,"4_32L",0.2,"mac",-0.426345443988891
1,"4_32L",0.05,"paras",-0.506992274744811
2,"4_32L",0.25,"paras",0.637505137550406
3,"4_32L",0,"paras",-0.793116627818615
4,"4_32L",0.05,"paras",-0.506992274744811
5,"4_32L",0,"paras",-0.793116627818615
6,"4_32L",0,"paras",-0.793116627818615
7,"4_32L",0.05,"paras",-0.506992274744811
8,"4_32L",0.2,"paras",0.351380784476602
9,"4_32L",0,"paras",-0.793116627818615
10,"4_32L",0.15,"paras",0.0652564314027975
11,"4_32L",0.2,"paras",0.351380784476602
12,"4_32L",0.2,"paras",0.351380784476602
13,"4_32L",0.15,"paras",0.0652564314027975
14,"4_32L",0.1,"paras",-0.220867921671007
15,"4_32L",0.3,"paras",0.92362949062421
16,"4_32L",0.2,"paras",0.351380784476602
17,"4_32L",0.75,"paras",3.49874866828845
18,"4_32L",0.35,"paras",1.20975384369801
19,"4_32L",0,"paras",-0.793116627818615
20,"4_32L",NA,"paras",NA
21,"4_32L",0.35,"paras",1.20975384369801
22,"4_32L",0.25,"paras",0.637505137550406
23,"4_32L",0.6,"paras",2.64037560906704
24,"4_32L",0.6,"paras",2.64037560906704
25,"4_32L",0.25,"paras",0.637505137550406
26,"4_32L",0.1,"paras",-0.220867921671007
27,"4_32L",0,"paras",-0.793116627818615
28,"4_32L",0.5,"paras",2.06812690291943
29,"4_32L",0.4,"paras",1.49587819677182
30,"4_32L",0.3,"paras",0.92362949062421
31,"4_32L",0,"paras",-0.793116627818615
32,"4_32L",0.25,"paras",0.637505137550406
33,"4_32L",0,"paras",-0.793116627818615
34,"4_32L",0.15,"paras",0.0652564314027975
35,"4_32L",0,"paras",-0.793116627818615
36,"4_32L",0.15,"paras",0.0652564314027975
37,"4_32L",0,"paras",-0.793116627818615
38,"4_32L",0.1,"paras",-0.220867921671007
39,"4_32L",NA,"paras",NA
40,"4_32L",0.2,"paras",0.351380784476602
41,"4_32L",0,"paras",-0.793116627818615
42,"4_32L",0.2,"paras",0.351380784476602
43,"4_32L",0,"paras",-0.793116627818615
44,"4_32L",0,"paras",-0.793116627818615
45,"4_32L",0.05,"paras",-0.506992274744811
46,"4_32L",0,"paras",-0.793116627818615
47,"4_32L",0.15,"paras",0.0652564314027975
48,"4_32L",NA,"paras",NA
49,"4_32L",0,"paras",-0.793116627818615
50,"4_32L",0.15,"paras",0.0652564314027975
51,"4_32L",0,"paras",-0.793116627818615
52,"4_32L",0,"paras",-0.793116627818615
53,"4_32L",0,"paras",-0.793116627818615
54,"4_32L",0,"paras",-0.793116627818615
55,"4_32L",0,"paras",-0.793116627818615
56,"4_32L",0,"paras",-0.793116627818615
57,"4_32L",0,"paras",-0.793116627818615
58,"4_32L",NA,"paras",NA
59,"4_32L",NA,"paras",NA
60,"4_32L",0.15,"paras",0.0652564314027975
61,"4_32L",0,"paras",-0.793116627818615
62,"4_32L",NA,"paras",NA
63,"4_32L",0,"paras",-0.793116627818615
1,"4_32L",0.6,"pat",0.637123153581765
2,"4_32L",1.6,"pat",2.84478392891068
3,"4_32L",0.65,"pat",0.74750619234821
4,"4_32L",0.2,"pat",-0.2459411565498
5,"4_32L",0.1,"pat",-0.466707234082691
6,"4_32L",0,"pat",-0.687473311615582
7,"4_32L",0,"pat",-0.687473311615582
8,"4_32L",0,"pat",-0.687473311615582
9,"4_32L",0,"pat",-0.687473311615582
10,"4_32L",0,"pat",-0.687473311615582
11,"4_32L",0,"pat",-0.687473311615582
12,"4_32L",0,"pat",-0.687473311615582
13,"4_32L",0,"pat",-0.687473311615582
14,"4_32L",0.05,"pat",-0.577090272849136
15,"4_32L",0.05,"pat",-0.577090272849136
16,"4_32L",0,"pat",-0.687473311615582
17,"4_32L",0.05,"pat",-0.577090272849136
18,"4_32L",0,"pat",-0.687473311615582
19,"4_32L",0.1,"pat",-0.466707234082691
20,"4_32L",NA,"pat",NA
21,"4_32L",0.65,"pat",0.74750619234821
22,"4_32L",0.2,"pat",-0.2459411565498
23,"4_32L",0.15,"pat",-0.356324195316245
24,"4_32L",0.3,"pat",-0.0251750790169087
25,"4_32L",0.2,"pat",-0.2459411565498
26,"4_32L",0,"pat",-0.687473311615582
27,"4_32L",0,"pat",-0.687473311615582
28,"4_32L",0,"pat",-0.687473311615582
29,"4_32L",0.15,"pat",-0.356324195316245
30,"4_32L",0.1,"pat",-0.466707234082691
31,"4_32L",0,"pat",-0.687473311615582
32,"4_32L",0.15,"pat",-0.356324195316245
33,"4_32L",0,"pat",-0.687473311615582
34,"4_32L",0.3,"pat",-0.0251750790169087
35,"4_32L",0,"pat",-0.687473311615582
36,"4_32L",0,"pat",-0.687473311615582
37,"4_32L",0,"pat",-0.687473311615582
38,"4_32L",0,"pat",-0.687473311615582
39,"4_32L",NA,"pat",NA
40,"4_32L",0.1,"pat",-0.466707234082691
41,"4_32L",0.05,"pat",-0.577090272849136
42,"4_32L",0.1,"pat",-0.466707234082691
43,"4_32L",0,"pat",-0.687473311615582
44,"4_32L",0.15,"pat",-0.356324195316245
45,"4_32L",0.2,"pat",-0.2459411565498
46,"4_32L",0.05,"pat",-0.577090272849136
47,"4_32L",0.8,"pat",1.07865530864755
48,"4_32L",NA,"pat",NA
49,"4_32L",0.1,"pat",-0.466707234082691
50,"4_32L",0.3,"pat",-0.0251750790169087
51,"4_32L",0.85,"pat",1.18903834741399
52,"4_32L",0.65,"pat",0.74750619234821
53,"4_32L",1.25,"pat",2.07210265754556
54,"4_32L",1.25,"pat",2.07210265754556
55,"4_32L",0.7,"pat",0.857889231114656
56,"4_32L",1.35,"pat",2.29286873507845
57,"4_32L",0.95,"pat",1.40980442494688
58,"4_32L",NA,"pat",NA
59,"4_32L",NA,"pat",NA
60,"4_32L",1.65,"pat",2.95516696767712
61,"4_32L",0.35,"pat",0.0852079597495368
62,"4_32L",NA,"pat",NA
63,"4_32L",1.3,"pat",2.182485696312
1,"4_32L",0.4,"pis",0.314420711280488
2,"4_32L",0.5,"pis",0.756938749378952
3,"4_32L",0.45,"pis",0.53567973032972
4,"4_32L",0.5,"pis",0.756938749378952
5,"4_32L",0.35,"pis",0.0931616922312555
6,"4_32L",0.4,"pis",0.314420711280488
7,"4_32L",0.55,"pis",0.978197768428185
8,"4_32L",0.2,"pis",-0.570615364916441
9,"4_32L",0.2,"pis",-0.570615364916441
10,"4_32L",0.4,"pis",0.314420711280488
11,"4_32L",0.05,"pis",-1.23439242206414
12,"4_32L",0.25,"pis",-0.349356345867209
13,"4_32L",0.15,"pis",-0.791874383965673
14,"4_32L",0.05,"pis",-1.23439242206414
15,"4_32L",0.15,"pis",-0.791874383965673
16,"4_32L",0.25,"pis",-0.349356345867209
17,"4_32L",0.25,"pis",-0.349356345867209
18,"4_32L",0.5,"pis",0.756938749378952
19,"4_32L",0.7,"pis",1.64197482557588
20,"4_32L",NA,"pis",NA
21,"4_32L",0.45,"pis",0.53567973032972
22,"4_32L",0.75,"pis",1.86323384462511
23,"4_32L",0.7,"pis",1.64197482557588
24,"4_32L",0.5,"pis",0.756938749378952
25,"4_32L",0.4,"pis",0.314420711280488
26,"4_32L",0.2,"pis",-0.570615364916441
27,"4_32L",0.25,"pis",-0.349356345867209
28,"4_32L",0.15,"pis",-0.791874383965673
29,"4_32L",0.15,"pis",-0.791874383965673
30,"4_32L",0.25,"pis",-0.349356345867209
31,"4_32L",0.3,"pis",-0.128097326817977
32,"4_32L",0.3,"pis",-0.128097326817977
33,"4_32L",0.1,"pis",-1.01313340301491
34,"4_32L",0.15,"pis",-0.791874383965673
35,"4_32L",0.05,"pis",-1.23439242206414
36,"4_32L",0.05,"pis",-1.23439242206414
37,"4_32L",0.1,"pis",-1.01313340301491
38,"4_32L",0.1,"pis",-1.01313340301491
39,"4_32L",NA,"pis",NA
40,"4_32L",0.1,"pis",-1.01313340301491
41,"4_32L",0.2,"pis",-0.570615364916441
42,"4_32L",0.45,"pis",0.53567973032972
43,"4_32L",0.15,"pis",-0.791874383965673
44,"4_32L",0.05,"pis",-1.23439242206414
45,"4_32L",0.55,"pis",0.978197768428185
46,"4_32L",0.15,"pis",-0.791874383965673
47,"4_32L",0.5,"pis",0.756938749378952
48,"4_32L",NA,"pis",NA
49,"4_32L",0.3,"pis",-0.128097326817977
50,"4_32L",0.25,"pis",-0.349356345867209
51,"4_32L",1,"pis",2.96952893987127
52,"4_32L",0.1,"pis",-1.01313340301491
53,"4_32L",0.75,"pis",1.86323384462511
54,"4_32L",0.75,"pis",1.86323384462511
55,"4_32L",0.25,"pis",-0.349356345867209
56,"4_32L",0,"pis",-1.45565144111337
57,"4_32L",0.25,"pis",-0.349356345867209
58,"4_32L",NA,"pis",NA
59,"4_32L",NA,"pis",NA
60,"4_32L",0.65,"pis",1.42071580652665
61,"4_32L",0.45,"pis",0.53567973032972
62,"4_32L",NA,"pis",NA
63,"4_32L",0.6,"pis",1.19945678747742
1,"4_32L",0,"pter",-0.63716058550042
2,"4_32L",0.05,"pter",0.270793248837679
3,"4_32L",0.05,"pter",0.270793248837679
4,"4_32L",0.05,"pter",0.270793248837679
5,"4_32L",0,"pter",-0.63716058550042
6,"4_32L",0,"pter",-0.63716058550042
7,"4_32L",0,"pter",-0.63716058550042
8,"4_32L",0,"pter",-0.63716058550042
9,"4_32L",0,"pter",-0.63716058550042
10,"4_32L",0,"pter",-0.63716058550042
11,"4_32L",0,"pter",-0.63716058550042
12,"4_32L",0,"pter",-0.63716058550042
13,"4_32L",0.1,"pter",1.17874708317578
14,"4_32L",0,"pter",-0.63716058550042
15,"4_32L",0,"pter",-0.63716058550042
16,"4_32L",0,"pter",-0.63716058550042
17,"4_32L",0,"pter",-0.63716058550042
18,"4_32L",0,"pter",-0.63716058550042
19,"4_32L",0.1,"pter",1.17874708317578
20,"4_32L",NA,"pter",NA
21,"4_32L",0.1,"pter",1.17874708317578
22,"4_32L",0.1,"pter",1.17874708317578
23,"4_32L",0.1,"pter",1.17874708317578
24,"4_32L",0.1,"pter",1.17874708317578
25,"4_32L",0,"pter",-0.63716058550042
26,"4_32L",0,"pter",-0.63716058550042
27,"4_32L",0.05,"pter",0.270793248837679
28,"4_32L",0,"pter",-0.63716058550042
29,"4_32L",0,"pter",-0.63716058550042
30,"4_32L",0,"pter",-0.63716058550042
31,"4_32L",0.05,"pter",0.270793248837679
32,"4_32L",0,"pter",-0.63716058550042
33,"4_32L",0.25,"pter",3.90260858619007
34,"4_32L",0,"pter",-0.63716058550042
35,"4_32L",0,"pter",-0.63716058550042
36,"4_32L",0,"pter",-0.63716058550042
37,"4_32L",0.05,"pter",0.270793248837679
38,"4_32L",0.05,"pter",0.270793248837679
39,"4_32L",NA,"pter",NA
40,"4_32L",0,"pter",-0.63716058550042
41,"4_32L",0.05,"pter",0.270793248837679
42,"4_32L",0,"pter",-0.63716058550042
43,"4_32L",0,"pter",-0.63716058550042
44,"4_32L",0,"pter",-0.63716058550042
45,"4_32L",0,"pter",-0.63716058550042
46,"4_32L",0,"pter",-0.63716058550042
47,"4_32L",0,"pter",-0.63716058550042
48,"4_32L",NA,"pter",NA
49,"4_32L",0.05,"pter",0.270793248837679
50,"4_32L",0,"pter",-0.63716058550042
51,"4_32L",0.05,"pter",0.270793248837679
52,"4_32L",0,"pter",-0.63716058550042
53,"4_32L",0.05,"pter",0.270793248837679
54,"4_32L",0.05,"pter",0.270793248837679
55,"4_32L",0.05,"pter",0.270793248837679
56,"4_32L",0.25,"pter",3.90260858619007
57,"4_32L",0.1,"pter",1.17874708317578
58,"4_32L",NA,"pter",NA
59,"4_32L",NA,"pter",NA
60,"4_32L",0,"pter",-0.63716058550042
61,"4_32L",0.1,"pter",1.17874708317578
62,"4_32L",NA,"pter",NA
63,"4_32L",0.05,"pter",0.270793248837679
1,"4_32L",2.3,"purp",-1.16017100325261
2,"4_32L",7.3,"purp",0.73738271799269
3,"4_32L",3.9,"purp",-0.552953812454112
4,"4_32L",4.15,"purp",-0.458076126391847
5,"4_32L",3.7,"purp",-0.628855961303924
6,"4_32L",4.65,"purp",-0.268320754267317
7,"4_32L",2.95,"purp",-0.913489019490718
8,"4_32L",2.9,"purp",-0.932464556703171
9,"4_32L",3.2,"purp",-0.818611333428453
10,"4_32L",4.65,"purp",-0.268320754267317
11,"4_32L",3.5,"purp",-0.704758110153736
12,"4_32L",3.4,"purp",-0.742709184578642
13,"4_32L",2.1,"purp",-1.23607315210242
14,"4_32L",2.6,"purp",-1.04631777997789
15,"4_32L",5.95,"purp",0.22504321325646
16,"4_32L",5.55,"purp",0.0732389155568361
17,"4_32L",6.35,"purp",0.376847510956083
18,"4_32L",4.45,"purp",-0.344222903117129
19,"4_32L",5.05,"purp",-0.116516456567694
20,"4_32L",NA,"purp",NA
21,"4_32L",6.65,"purp",0.490700734230802
22,"4_32L",6.4,"purp",0.395823048168537
23,"4_32L",6.2,"purp",0.319920899318725
24,"4_32L",5.5,"purp",0.0542633783443832
25,"4_32L",4.9,"purp",-0.173443068205052
26,"4_32L",2.55,"purp",-1.06529331719034
27,"4_32L",10.85,"purp",2.08464586007685
28,"4_32L",7.9,"purp",0.965089164542126
29,"4_32L",7.1,"purp",0.661480569142878
30,"4_32L",11.4,"purp",2.29337676941383
31,"4_32L",4.85,"purp",-0.192418605417506
32,"4_32L",9.65,"purp",1.62923296697798
33,"4_32L",2.4,"purp",-1.1222199288277
34,"4_32L",5.1,"purp",-0.0975409193552407
35,"4_32L",5.65,"purp",0.111189989981742
36,"4_32L",4.05,"purp",-0.496027200816753
37,"4_32L",4.5,"purp",-0.325247365904676
38,"4_32L",6.35,"purp",0.376847510956083
39,"4_32L",NA,"purp",NA
40,"4_32L",10.3,"purp",1.87591495073987
41,"4_32L",4.55,"purp",-0.306271828692223
42,"4_32L",15.8,"purp",3.9632240441097
43,"4_32L",5.45,"purp",0.0352878411319303
44,"4_32L",1.8,"purp",-1.34992637537714
45,"4_32L",6,"purp",0.244018750468913
46,"4_32L",7.2,"purp",0.699431643567784
47,"4_32L",4.35,"purp",-0.382173977542035
48,"4_32L",NA,"purp",NA
49,"4_32L",5.05,"purp",-0.116516456567694
50,"4_32L",2.7,"purp",-1.00836670555298
51,"4_32L",4.55,"purp",-0.306271828692223
52,"4_32L",2.5,"purp",-1.08426885440279
53,"4_32L",4.1,"purp",-0.4770516636043
54,"4_32L",7.65,"purp",0.870211478479861
55,"4_32L",4.45,"purp",-0.344222903117129
56,"4_32L",2.4,"purp",-1.1222199288277
57,"4_32L",3.2,"purp",-0.818611333428453
58,"4_32L",NA,"purp",NA
59,"4_32L",NA,"purp",NA
60,"4_32L",8.35,"purp",1.1358689994542
61,"4_32L",6.35,"purp",0.376847510956083
62,"4_32L",NA,"purp",NA
63,"4_32L",7.95,"purp",0.984064701754579
1,"4_32L",1.15,"red",-1.43641251468216
2,"4_32L",4.25,"red",0.0298733971857642
3,"4_32L",6,"red",0.857615444207978
4,"4_32L",5.45,"red",0.597467943715282
5,"4_32L",4.1,"red",-0.0410759211304257
6,"4_32L",5.05,"red",0.408269761538776
7,"4_32L",3.65,"red",-0.253923876078995
8,"4_32L",2.15,"red",-0.963417059240892
9,"4_32L",2.35,"red",-0.868817968152639
10,"4_32L",3.2,"red",-0.466771831027564
11,"4_32L",4.4,"red",0.100822715501954
12,"4_32L",4.1,"red",-0.0410759211304257
13,"4_32L",4.6,"red",0.195421806590207
14,"4_32L",2.05,"red",-1.01071660478502
15,"4_32L",0.6,"red",-1.69656001517485
16,"4_32L",2.8,"red",-0.65597001320407
17,"4_32L",6.65,"red",1.1650624902448
18,"4_32L",4,"red",-0.088375466674552
19,"4_32L",7.1,"red",1.37791044519337
20,"4_32L",NA,"red",NA
21,"4_32L",5.1,"red",0.431919534310839
22,"4_32L",4.1,"red",-0.0410759211304257
23,"4_32L",4.25,"red",0.0298733971857642
24,"4_32L",5.85,"red",0.786666125891788
25,"4_32L",5.25,"red",0.502868852627029
26,"4_32L",1.75,"red",-1.1526152414174
27,"4_32L",6.4,"red",1.04681362638448
28,"4_32L",2.6,"red",-0.750569104292323
29,"4_32L",4.4,"red",0.100822715501954
30,"4_32L",4.25,"red",0.0298733971857642
31,"4_32L",2.6,"red",-0.750569104292323
32,"4_32L",4.7,"red",0.242721352134334
33,"4_32L",0.95,"red",-1.53101160577041
34,"4_32L",1.15,"red",-1.43641251468216
35,"4_32L",3.75,"red",-0.206624330534868
36,"4_32L",1.95,"red",-1.05801615032915
37,"4_32L",2.95,"red",-0.58502069488788
38,"4_32L",3.85,"red",-0.159324784990742
39,"4_32L",NA,"red",NA
40,"4_32L",4.45,"red",0.124472488274017
41,"4_32L",2.5,"red",-0.797868649836449
42,"4_32L",8.25,"red",1.92185521895082
43,"4_32L",2.65,"red",-0.72691933152026
44,"4_32L",2.5,"red",-0.797868649836449
45,"4_32L",3.15,"red",-0.490421603799627
46,"4_32L",3.35,"red",-0.395822512711374
47,"4_32L",7.1,"red",1.37791044519337
48,"4_32L",NA,"red",NA
49,"4_32L",6.35,"red",1.02316385361242
50,"4_32L",4.85,"red",0.313670670450523
51,"4_32L",6.75,"red",1.21236203578893
52,"4_32L",4.1,"red",-0.0410759211304257
53,"4_32L",7.3,"red",1.47250953628162
54,"4_32L",12.1,"red",3.74288772239969
55,"4_32L",8.4,"red",1.99280453726701
56,"4_32L",2.85,"red",-0.632320240432007
57,"4_32L",3.6,"red",-0.277573648851058
58,"4_32L",NA,"red",NA
59,"4_32L",NA,"red",NA
60,"4_32L",4,"red",-0.088375466674552
61,"4_32L",2.15,"red",-0.963417059240892
62,"4_32L",NA,"red",NA
63,"4_32L",2.75,"red",-0.679619785976133
1,"4_32L",0,"wavy",-0.278353674605659
2,"4_32L",0,"wavy",-0.278353674605659
3,"4_32L",0,"wavy",-0.278353674605659
4,"4_32L",0,"wavy",-0.278353674605659
5,"4_32L",0,"wavy",-0.278353674605659
6,"4_32L",0,"wavy",-0.278353674605659
7,"4_32L",0,"wavy",-0.278353674605659
8,"4_32L",0,"wavy",-0.278353674605659
9,"4_32L",0,"wavy",-0.278353674605659
10,"4_32L",0,"wavy",-0.278353674605659
11,"4_32L",0,"wavy",-0.278353674605659
12,"4_32L",0,"wavy",-0.278353674605659
13,"4_32L",0,"wavy",-0.278353674605659
14,"4_32L",0,"wavy",-0.278353674605659
15,"4_32L",0,"wavy",-0.278353674605659
16,"4_32L",0,"wavy",-0.278353674605659
17,"4_32L",0.05,"wavy",1.3082622706466
18,"4_32L",0,"wavy",-0.278353674605659
19,"4_32L",0.05,"wavy",1.3082622706466
20,"4_32L",NA,"wavy",NA
21,"4_32L",0.1,"wavy",2.89487821589885
22,"4_32L",0,"wavy",-0.278353674605659
23,"4_32L",0,"wavy",-0.278353674605659
24,"4_32L",0.05,"wavy",1.3082622706466
25,"4_32L",0,"wavy",-0.278353674605659
26,"4_32L",0,"wavy",-0.278353674605659
27,"4_32L",0.2,"wavy",6.06811010640336
28,"4_32L",0,"wavy",-0.278353674605659
29,"4_32L",0,"wavy",-0.278353674605659
30,"4_32L",0,"wavy",-0.278353674605659
31,"4_32L",0,"wavy",-0.278353674605659
32,"4_32L",0,"wavy",-0.278353674605659
33,"4_32L",0,"wavy",-0.278353674605659
34,"4_32L",0,"wavy",-0.278353674605659
35,"4_32L",0,"wavy",-0.278353674605659
36,"4_32L",0,"wavy",-0.278353674605659
37,"4_32L",0.05,"wavy",1.3082622706466
38,"4_32L",0,"wavy",-0.278353674605659
39,"4_32L",NA,"wavy",NA
40,"4_32L",0,"wavy",-0.278353674605659
41,"4_32L",0,"wavy",-0.278353674605659
42,"4_32L",0,"wavy",-0.278353674605659
43,"4_32L",0,"wavy",-0.278353674605659
44,"4_32L",0,"wavy",-0.278353674605659
45,"4_32L",0,"wavy",-0.278353674605659
46,"4_32L",0,"wavy",-0.278353674605659
47,"4_32L",0,"wavy",-0.278353674605659
48,"4_32L",NA,"wavy",NA
49,"4_32L",0,"wavy",-0.278353674605659
50,"4_32L",0,"wavy",-0.278353674605659
51,"4_32L",0,"wavy",-0.278353674605659
52,"4_32L",0,"wavy",-0.278353674605659
53,"4_32L",0,"wavy",-0.278353674605659
54,"4_32L",0,"wavy",-0.278353674605659
55,"4_32L",0,"wavy",-0.278353674605659
56,"4_32L",0,"wavy",-0.278353674605659
57,"4_32L",0,"wavy",-0.278353674605659
58,"4_32L",NA,"wavy",NA
59,"4_32L",NA,"wavy",NA
60,"4_32L",0,"wavy",-0.278353674605659
61,"4_32L",0,"wavy",-0.278353674605659
62,"4_32L",NA,"wavy",NA
63,"4_32L",0,"wavy",-0.278353674605659
1,"4_32L",0,"ymac",-0.427620111799245
2,"4_32L",0.15,"ymac",-0.327588594538409
3,"4_32L",0.25,"ymac",-0.260900916364519
4,"4_32L",0,"ymac",-0.427620111799245
5,"4_32L",0,"ymac",-0.427620111799245
6,"4_32L",0,"ymac",-0.427620111799245
7,"4_32L",9.3,"ymac",5.77433395837256
8,"4_32L",1.65,"ymac",0.672726578069947
9,"4_32L",0,"ymac",-0.427620111799245
10,"4_32L",0,"ymac",-0.427620111799245
11,"4_32L",0,"ymac",-0.427620111799245
12,"4_32L",0.35,"ymac",-0.194213238190628
13,"4_32L",2.75,"ymac",1.40629103798274
14,"4_32L",0,"ymac",-0.427620111799245
15,"4_32L",0,"ymac",-0.427620111799245
16,"4_32L",3.65,"ymac",2.00648014154776
17,"4_32L",0.15,"ymac",-0.327588594538409
18,"4_32L",3.4,"ymac",1.83976094611303
19,"4_32L",2.45,"ymac",1.20622800346107
20,"4_32L",NA,"ymac",NA
21,"4_32L",0.05,"ymac",-0.394276272712299
22,"4_32L",0,"ymac",-0.427620111799245
23,"4_32L",0.6,"ymac",-0.0274940427559022
24,"4_32L",0.2,"ymac",-0.294244755451464
25,"4_32L",1.25,"ymac",0.405975865374386
26,"4_32L",0.05,"ymac",-0.394276272712299
27,"4_32L",0.05,"ymac",-0.394276272712299
28,"4_32L",0.05,"ymac",-0.394276272712299
29,"4_32L",0,"ymac",-0.427620111799245
30,"4_32L",0.2,"ymac",-0.294244755451464
31,"4_32L",0.75,"ymac",0.0725374745049334
32,"4_32L",0,"ymac",-0.427620111799245
33,"4_32L",0.3,"ymac",-0.227557077277573
34,"4_32L",0,"ymac",-0.427620111799245
35,"4_32L",0.2,"ymac",-0.294244755451464
36,"4_32L",0.05,"ymac",-0.394276272712299
37,"4_32L",3.25,"ymac",1.73972942885219
38,"4_32L",0,"ymac",-0.427620111799245
39,"4_32L",NA,"ymac",NA
40,"4_32L",0.05,"ymac",-0.394276272712299
41,"4_32L",0.1,"ymac",-0.360932433625354
42,"4_32L",0.05,"ymac",-0.394276272712299
43,"4_32L",0.1,"ymac",-0.360932433625354
44,"4_32L",0,"ymac",-0.427620111799245
45,"4_32L",0,"ymac",-0.427620111799245
46,"4_32L",0,"ymac",-0.427620111799245
47,"4_32L",0,"ymac",-0.427620111799245
48,"4_32L",NA,"ymac",NA
49,"4_32L",1.2,"ymac",0.37263202628744
50,"4_32L",0,"ymac",-0.427620111799245
51,"4_32L",0,"ymac",-0.427620111799245
52,"4_32L",0.1,"ymac",-0.360932433625354
53,"4_32L",2.5,"ymac",1.23957184254802
54,"4_32L",0.15,"ymac",-0.327588594538409
55,"4_32L",0.2,"ymac",-0.294244755451464
56,"4_32L",0.45,"ymac",-0.127525560016738
57,"4_32L",0.45,"ymac",-0.127525560016738
58,"4_32L",NA,"ymac",NA
59,"4_32L",NA,"ymac",NA
60,"4_32L",0.05,"ymac",-0.394276272712299
61,"4_32L",0,"ymac",-0.427620111799245
62,"4_32L",NA,"ymac",NA
63,"4_32L",0.05,"ymac",-0.394276272712299
1,"4_39L",0,"cys",-1.15453191383664
2,"4_39L",0.25,"cys",-0.477491593994167
3,"4_39L",0,"cys",-1.15453191383664
4,"4_39L",0,"cys",-1.15453191383664
5,"4_39L",0.1,"cys",-0.883715785899651
6,"4_39L",0.1,"cys",-0.883715785899651
7,"4_39L",0.25,"cys",-0.477491593994167
8,"4_39L",0.95,"cys",1.41822130156476
9,"4_39L",0.4,"cys",-0.0712674020886815
10,"4_39L",0.05,"cys",-1.01912384986815
11,"4_39L",0.05,"cys",-1.01912384986815
12,"4_39L",0.25,"cys",-0.477491593994167
13,"4_39L",0,"cys",-1.15453191383664
14,"4_39L",0.15,"cys",-0.748307721931156
15,"4_39L",0.1,"cys",-0.883715785899651
16,"4_39L",0.15,"cys",-0.748307721931156
17,"4_39L",0,"cys",-1.15453191383664
18,"4_39L",0.25,"cys",-0.477491593994167
19,"4_39L",0.6,"cys",0.470364853785298
20,"4_39L",NA,"cys",NA
21,"4_39L",0.25,"cys",-0.477491593994167
22,"4_39L",0.1,"cys",-0.883715785899651
23,"4_39L",1.6,"cys",3.1785261331552
24,"4_39L",0.25,"cys",-0.477491593994167
25,"4_39L",0.05,"cys",-1.01912384986815
26,"4_39L",0,"cys",-1.15453191383664
27,"4_39L",0.35,"cys",-0.206675466057177
28,"4_39L",0.05,"cys",-1.01912384986815
29,"4_39L",0.65,"cys",0.605772917753793
30,"4_39L",1.3,"cys",2.36607774934423
31,"4_39L",0.35,"cys",-0.206675466057177
32,"4_39L",0.75,"cys",0.876589045690783
33,"4_39L",0.25,"cys",-0.477491593994167
34,"4_39L",0.65,"cys",0.605772917753793
35,"4_39L",0.45,"cys",0.0641406618798135
36,"4_39L",1.1,"cys",1.82444549347025
37,"4_39L",0.7,"cys",0.741180981722288
38,"4_39L",1.2,"cys",2.09526162140724
39,"4_39L",NA,"cys",NA
40,"4_39L",0.6,"cys",0.470364853785298
41,"4_39L",0.9,"cys",1.28281323759627
42,"4_39L",0.7,"cys",0.741180981722288
43,"4_39L",0.55,"cys",0.334956789816803
44,"4_39L",0.65,"cys",0.605772917753793
45,"4_39L",0.75,"cys",0.876589045690783
46,"4_39L",0.65,"cys",0.605772917753793
47,"4_39L",0,"cys",-1.15453191383664
48,"4_39L",NA,"cys",NA
49,"4_39L",0.4,"cys",-0.0712674020886815
50,"4_39L",0.45,"cys",0.0641406618798135
51,"4_39L",0.45,"cys",0.0641406618798135
52,"4_39L",0.15,"cys",-0.748307721931156
53,"4_39L",0.5,"cys",0.199548725848308
54,"4_39L",0.25,"cys",-0.477491593994167
55,"4_39L",0.35,"cys",-0.206675466057177
56,"4_39L",0.4,"cys",-0.0712674020886815
57,"4_39L",0.4,"cys",-0.0712674020886815
58,"4_39L",NA,"cys",NA
59,"4_39L",NA,"cys",NA
60,"4_39L",0.6,"cys",0.470364853785298
61,"4_39L",1,"cys",1.55362936553326
62,"4_39L",NA,"cys",NA
63,"4_39L",0.85,"cys",1.14740517362777
1,"4_39L",0.35,"eis",2.73464434964897
2,"4_39L",0.2,"eis",1.33036752145085
